Player,Nation,Pos,Squad,Age,Born,Player_id,Squad_id,Flag,League,League_id
Ruby Mace,eng ENG,MF,Manchester City,19-094,2003,e5a62c31,9ce68f8a,https://upload.wikimedia.org/wikipedia/en/thumb/b/be/Flag_of_England.svg/35px-Flag_of_England.svg.png,https://ichef.bbci.co.uk/images/ic/1200x675/p0d3fdpm.jpg,3
Ruth Álvarez,?,DF/MF,Madrid CFF,22-186,2000,a9d8cb9c,89818574,https://upload.wikimedia.org/wikipedia/commons/thumb/4/46/Question_mark_%28black%29.svg/800px-Question_mark_%28black%29.svg.png,https://pbs.twimg.com/profile_images/1675752515416014850/mdDk7mF7_400x400.jpg,2
Sabah Seghir,ma MAR,FW/MF,UC Sampdoria,22-072,2000,6cd710f7,58e367c3,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2c/Flag_of_Morocco.svg/35px-Flag_of_Morocco.svg.png,https://upload.wikimedia.org/wikipedia/en/thumb/7/7f/FIGC_Serie_A_femminile_%282020%29.svg/240px-FIGC_Serie_A_femminile_%282020%29.svg.png,1
Saki Kumagai,jp JPN,DF/MF,Bayern Munich,32-052,1990,03622b6e,51ec22be,https://upload.wikimedia.org/wikipedia/en/thumb/9/9e/Flag_of_Japan.svg/35px-Flag_of_Japan.svg.png,https://upload.wikimedia.org/wikipedia/de/b/b9/Frauen_bundesliga.svg,4
Sakina Karchaoui,fr FRA,DF,Paris S-G,26-316,1996,cf7cde06,80595417,https://upload.wikimedia.org/wikipedia/en/thumb/c/c3/Flag_of_France.svg/35px-Flag_of_France.svg.png,https://fff.twic.pics/https://media.fff.fr/uploads/images/c869d30e91c63f7bdc0d707ed18306fc.png?twic=v1/focus=auto/resize=300,5
Sally Julini,ch SUI,MF,Guingamp,19-341,2003,c4296e1f,abc4f6d7,https://upload.wikimedia.org/wikipedia/commons/thumb/0/08/Flag_of_Switzerland_%28Pantone%29.svg/24px-Flag_of_Switzerland_%28Pantone%29.svg.png,https://fff.twic.pics/https://media.fff.fr/uploads/images/c869d30e91c63f7bdc0d707ed18306fc.png?twic=v1/focus=auto/resize=300,5
Salma Paralluelo,?,FW,Barcelona,19-025,2003,843324b5,15f49df1,https://upload.wikimedia.org/wikipedia/commons/thumb/4/46/Question_mark_%28black%29.svg/800px-Question_mark_%28black%29.svg.png,https://pbs.twimg.com/profile_images/1675752515416014850/mdDk7mF7_400x400.jpg,2
Salomé Elisor,fr FRA,MF/DF,Le Havre,25-321,1997,89604696,c57b7254,https://upload.wikimedia.org/wikipedia/en/thumb/c/c3/Flag_of_France.svg/35px-Flag_of_France.svg.png,https://fff.twic.pics/https://media.fff.fr/uploads/images/c869d30e91c63f7bdc0d707ed18306fc.png?twic=v1/focus=auto/resize=300,5
Sam Kerr,au AUS,FW,Chelsea,29-089,1993,6a435e8d,a6a4e67d,https://upload.wikimedia.org/wikipedia/commons/thumb/8/88/Flag_of_Australia_%28converted%29.svg/35px-Flag_of_Australia_%28converted%29.svg.png,https://ichef.bbci.co.uk/images/ic/1200x675/p0d3fdpm.jpg,3
Samantha Steuerwald,de GER,DF,Freiburg,24-058,1998,444e3ae7,b4de690d,https://upload.wikimedia.org/wikipedia/en/thumb/b/ba/Flag_of_Germany.svg/35px-Flag_of_Germany.svg.png,https://upload.wikimedia.org/wikipedia/de/b/b9/Frauen_bundesliga.svg,4
Samantha Tierney,eng ENG,DF/MF,Leicester City WFC,24-061,1998,92dc4a94,23bce84e,https://upload.wikimedia.org/wikipedia/en/thumb/b/be/Flag_of_England.svg/35px-Flag_of_England.svg.png,https://ichef.bbci.co.uk/images/ic/1200x675/p0d3fdpm.jpg,3
Sana Daoudi,ma MAR,MF,Guingamp,24-271,1998,bea52f2a,abc4f6d7,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2c/Flag_of_Morocco.svg/35px-Flag_of_Morocco.svg.png,https://fff.twic.pics/https://media.fff.fr/uploads/images/c869d30e91c63f7bdc0d707ed18306fc.png?twic=v1/focus=auto/resize=300,5
Sanadri,?,FW,Alavés,22-289,2000,eaf4b5e2,aa11fb42,https://upload.wikimedia.org/wikipedia/commons/thumb/4/46/Question_mark_%28black%29.svg/800px-Question_mark_%28black%29.svg.png,https://pbs.twimg.com/profile_images/1675752515416014850/mdDk7mF7_400x400.jpg,2
Sandie Toletti,fr FRA,MF,Real Madrid,27-148,1995,7ea4e1eb,54582b93,https://upload.wikimedia.org/wikipedia/en/thumb/c/c3/Flag_of_France.svg/35px-Flag_of_France.svg.png,https://pbs.twimg.com/profile_images/1675752515416014850/mdDk7mF7_400x400.jpg,2
Sandra Castelló,?,MF,Sporting Huelva,29-123,1993,435a10d6,27acb0af,https://upload.wikimedia.org/wikipedia/commons/thumb/4/46/Question_mark_%28black%29.svg/800px-Question_mark_%28black%29.svg.png,https://pbs.twimg.com/profile_images/1675752515416014850/mdDk7mF7_400x400.jpg,2
Sandra García,es ESP,MF,Valencia,36-300,1986,d1b7de29,f96ff499,https://upload.wikimedia.org/wikipedia/en/thumb/9/9a/Flag_of_Spain.svg/35px-Flag_of_Spain.svg.png,https://pbs.twimg.com/profile_images/1675752515416014850/mdDk7mF7_400x400.jpg,2
Sandra Hernández,es ESP,MF,UDG Tenerife,25-197,1997,18e5d67b,4c088abe,https://upload.wikimedia.org/wikipedia/en/thumb/9/9a/Flag_of_Spain.svg/35px-Flag_of_Spain.svg.png,https://pbs.twimg.com/profile_images/1675752515416014850/mdDk7mF7_400x400.jpg,2
Sandra Paños,es ESP,GK,Barcelona,30-034,1992,c6ae9544,15f49df1,https://upload.wikimedia.org/wikipedia/en/thumb/9/9a/Flag_of_Spain.svg/35px-Flag_of_Spain.svg.png,https://pbs.twimg.com/profile_images/1675752515416014850/mdDk7mF7_400x400.jpg,2
Sandra Villafañe,?,DF,Madrid CFF,17-081,2005,1a1687d2,89818574,https://upload.wikimedia.org/wikipedia/commons/thumb/4/46/Question_mark_%28black%29.svg/800px-Question_mark_%28black%29.svg.png,https://pbs.twimg.com/profile_images/1675752515416014850/mdDk7mF7_400x400.jpg,2
Sandy Baltimore,fr FRA,FW,Paris S-G,22-292,2000,0cd40e51,80595417,https://upload.wikimedia.org/wikipedia/en/thumb/c/c3/Flag_of_France.svg/35px-Flag_of_France.svg.png,https://fff.twic.pics/https://media.fff.fr/uploads/images/c869d30e91c63f7bdc0d707ed18306fc.png?twic=v1/focus=auto/resize=300,5
Sandy MacIver,eng ENG,GK,Manchester City,24-173,1998,90ebe6bf,9ce68f8a,https://upload.wikimedia.org/wikipedia/en/thumb/b/be/Flag_of_England.svg/35px-Flag_of_England.svg.png,https://ichef.bbci.co.uk/images/ic/1200x675/p0d3fdpm.jpg,3
Sanne Troelsgaard Nielsen,dk DEN,MF/FW,Reading,34-115,1988,b0bbf34d,5d020380,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9c/Flag_of_Denmark.svg/31px-Flag_of_Denmark.svg.png,https://ichef.bbci.co.uk/images/ic/1200x675/p0d3fdpm.jpg,3
Sanni Franssi,fi FIN,FW,Real Sociedad,27-264,1995,eb7a2b29,c21f25d3,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bc/Flag_of_Finland.svg/35px-Flag_of_Finland.svg.png,https://pbs.twimg.com/profile_images/1675752515416014850/mdDk7mF7_400x400.jpg,2
Sara Agrež,si SVN,DF,Wolfsburg,21-364,2000,f4321ccd,a1393014,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f0/Flag_of_Slovenia.svg/35px-Flag_of_Slovenia.svg.png,https://upload.wikimedia.org/wikipedia/de/b/b9/Frauen_bundesliga.svg,4
Sara Baldi,it ITA,MF/FW,UC Sampdoria,22-239,2000,4d53125d,58e367c3,https://upload.wikimedia.org/wikipedia/en/thumb/0/03/Flag_of_Italy.svg/35px-Flag_of_Italy.svg.png,https://upload.wikimedia.org/wikipedia/en/thumb/7/7f/FIGC_Serie_A_femminile_%282020%29.svg/240px-FIGC_Serie_A_femminile_%282020%29.svg.png,1
Sara Björk Gunnarsdóttir,is ISL,MF,Juventus,32-070,1990,e35df6e3,613577b8,https://upload.wikimedia.org/wikipedia/commons/thumb/c/ce/Flag_of_Iceland.svg/32px-Flag_of_Iceland.svg.png,https://upload.wikimedia.org/wikipedia/en/thumb/7/7f/FIGC_Serie_A_femminile_%282020%29.svg/240px-FIGC_Serie_A_femminile_%282020%29.svg.png,1
Sara Caiazzo,it ITA,MF,Parma Calcio 1913,19-230,2003,9e57a3ee,f7d05cb5,https://upload.wikimedia.org/wikipedia/en/thumb/0/03/Flag_of_Italy.svg/35px-Flag_of_Italy.svg.png,https://upload.wikimedia.org/wikipedia/en/thumb/7/7f/FIGC_Serie_A_femminile_%282020%29.svg/240px-FIGC_Serie_A_femminile_%282020%29.svg.png,1
Sara Carrillo,?,FW/MF,Alavés,20-110,2002,aa9bb943,aa11fb42,https://upload.wikimedia.org/wikipedia/commons/thumb/4/46/Question_mark_%28black%29.svg/800px-Question_mark_%28black%29.svg.png,https://pbs.twimg.com/profile_images/1675752515416014850/mdDk7mF7_400x400.jpg,2
Sara Cetinja,rs SRB,GK,ASD Calcio Pomigliano,22-236,2000,c9dc3888,9f18ced7,https://upload.wikimedia.org/wikipedia/commons/thumb/f/ff/Flag_of_Serbia.svg/35px-Flag_of_Serbia.svg.png,https://upload.wikimedia.org/wikipedia/en/thumb/7/7f/FIGC_Serie_A_femminile_%282020%29.svg/240px-FIGC_Serie_A_femminile_%282020%29.svg.png,1
Sara Däbritz,de GER,MF,Lyon,27-296,1995,cc266f16,7f2012ad,https://upload.wikimedia.org/wikipedia/en/thumb/b/ba/Flag_of_Germany.svg/35px-Flag_of_Germany.svg.png,https://fff.twic.pics/https://media.fff.fr/uploads/images/c869d30e91c63f7bdc0d707ed18306fc.png?twic=v1/focus=auto/resize=300,5
Sara Doorsoun,de GER,DF,E. Frankfurt,31-021,1991,cdb82d35,97b7c0e8,https://upload.wikimedia.org/wikipedia/en/thumb/b/ba/Flag_of_Germany.svg/35px-Flag_of_Germany.svg.png,https://upload.wikimedia.org/wikipedia/de/b/b9/Frauen_bundesliga.svg,4
Sara Gama,it ITA,DF,Juventus,33-256,1989,6f6f02d4,613577b8,https://upload.wikimedia.org/wikipedia/en/thumb/0/03/Flag_of_Italy.svg/35px-Flag_of_Italy.svg.png,https://upload.wikimedia.org/wikipedia/en/thumb/7/7f/FIGC_Serie_A_femminile_%282020%29.svg/240px-FIGC_Serie_A_femminile_%282020%29.svg.png,1
Sara López,?,DF,UDG Tenerife,20-326,2002,7ea14a04,4c088abe,https://upload.wikimedia.org/wikipedia/commons/thumb/4/46/Question_mark_%28black%29.svg/800px-Question_mark_%28black%29.svg.png,https://pbs.twimg.com/profile_images/1675752515416014850/mdDk7mF7_400x400.jpg,2
Sara Mella,it ITA,DF/MF,Sassuolo,24-238,1998,163825a0,a8e83f23,https://upload.wikimedia.org/wikipedia/en/thumb/0/03/Flag_of_Italy.svg/35px-Flag_of_Italy.svg.png,https://upload.wikimedia.org/wikipedia/en/thumb/7/7f/FIGC_Serie_A_femminile_%282020%29.svg/240px-FIGC_Serie_A_femminile_%282020%29.svg.png,1
Sara Ortega,?,MF/FW,Athletic Club,17-291,2005,4aefa99f,94929c05,https://upload.wikimedia.org/wikipedia/commons/thumb/4/46/Question_mark_%28black%29.svg/800px-Question_mark_%28black%29.svg.png,https://pbs.twimg.com/profile_images/1675752515416014850/mdDk7mF7_400x400.jpg,2
Sara Rubio,?,DF/FW,Alhama,24-161,1998,08259171,e9fecaf2,https://upload.wikimedia.org/wikipedia/commons/thumb/4/46/Question_mark_%28black%29.svg/800px-Question_mark_%28black%29.svg.png,https://pbs.twimg.com/profile_images/1675752515416014850/mdDk7mF7_400x400.jpg,2
Sara Tamarit,?,DF/MF,Valencia,,0,df53f37b,f96ff499,https://upload.wikimedia.org/wikipedia/commons/thumb/4/46/Question_mark_%28black%29.svg/800px-Question_mark_%28black%29.svg.png,https://pbs.twimg.com/profile_images/1675752515416014850/mdDk7mF7_400x400.jpg,2
Sara Thrige,dk DEN,DF/MF,AC Milan,26-207,1996,2d85bc2c,54da9a57,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9c/Flag_of_Denmark.svg/31px-Flag_of_Denmark.svg.png,https://upload.wikimedia.org/wikipedia/en/thumb/7/7f/FIGC_Serie_A_femminile_%282020%29.svg/240px-FIGC_Serie_A_femminile_%282020%29.svg.png,1
Sarah Abu Sabbah,jo JOR,FW/MF,SV Meppen,23-042,1999,4e94bb06,4ed1418c,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c0/Flag_of_Jordan.svg/35px-Flag_of_Jordan.svg.png,https://upload.wikimedia.org/wikipedia/de/b/b9/Frauen_bundesliga.svg,4
Sarah Bouhaddi,fr FRA,GK,Paris S-G,36-052,1986,a6a9dbe0,80595417,https://upload.wikimedia.org/wikipedia/en/thumb/c/c3/Flag_of_France.svg/35px-Flag_of_France.svg.png,https://fff.twic.pics/https://media.fff.fr/uploads/images/c869d30e91c63f7bdc0d707ed18306fc.png?twic=v1/focus=auto/resize=300,5
Sarah Cambot,fr FRA,FW/MF,Guingamp,29-338,1993,d755fdf8,abc4f6d7,https://upload.wikimedia.org/wikipedia/en/thumb/c/c3/Flag_of_France.svg/35px-Flag_of_France.svg.png,https://fff.twic.pics/https://media.fff.fr/uploads/images/c869d30e91c63f7bdc0d707ed18306fc.png?twic=v1/focus=auto/resize=300,5
Sarah Freutel,de GER,DF,MSV Duisburg,30-150,1992,96c6147c,0580d9a9,https://upload.wikimedia.org/wikipedia/en/thumb/b/ba/Flag_of_Germany.svg/35px-Flag_of_Germany.svg.png,https://upload.wikimedia.org/wikipedia/de/b/b9/Frauen_bundesliga.svg,4
Sarah Huchet,fr FRA,MF,Fiorentina,28-218,1994,21b26a1b,c99ff6e5,https://upload.wikimedia.org/wikipedia/en/thumb/c/c3/Flag_of_France.svg/35px-Flag_of_France.svg.png,https://upload.wikimedia.org/wikipedia/en/thumb/7/7f/FIGC_Serie_A_femminile_%282020%29.svg/240px-FIGC_Serie_A_femminile_%282020%29.svg.png,1
Sarah Kassi,fr FRA,MF/FW,Fleury,19-090,2003,db446dab,4fcc2996,https://upload.wikimedia.org/wikipedia/en/thumb/c/c3/Flag_of_France.svg/35px-Flag_of_France.svg.png,https://fff.twic.pics/https://media.fff.fr/uploads/images/c869d30e91c63f7bdc0d707ed18306fc.png?twic=v1/focus=auto/resize=300,5
Sarah Mayling,eng ENG,DF,Aston Villa,25-263,1997,5aad26a6,53157aa8,https://upload.wikimedia.org/wikipedia/en/thumb/b/be/Flag_of_England.svg/35px-Flag_of_England.svg.png,https://ichef.bbci.co.uk/images/ic/1200x675/p0d3fdpm.jpg,3
Sarah Puntigam,at AUT,MF/DF,Köln,30-056,1992,088dd3ef,88ddc98e,https://upload.wikimedia.org/wikipedia/commons/thumb/4/41/Flag_of_Austria.svg/35px-Flag_of_Austria.svg.png,https://upload.wikimedia.org/wikipedia/de/b/b9/Frauen_bundesliga.svg,4
Sarah Schulte,de GER,DF,SV Meppen,27-183,1995,15927b2c,4ed1418c,https://upload.wikimedia.org/wikipedia/en/thumb/b/ba/Flag_of_Germany.svg/35px-Flag_of_Germany.svg.png,https://upload.wikimedia.org/wikipedia/de/b/b9/Frauen_bundesliga.svg,4
Sarah Zadrazil,at AUT,MF,Bayern Munich,29-292,1993,45ffafbf,51ec22be,https://upload.wikimedia.org/wikipedia/commons/thumb/4/41/Flag_of_Austria.svg/35px-Flag_of_Austria.svg.png,https://upload.wikimedia.org/wikipedia/de/b/b9/Frauen_bundesliga.svg,4
Sarai Linder,de GER,DF,Hoffenheim,23-043,1999,bedec045,87705c62,https://upload.wikimedia.org/wikipedia/en/thumb/b/ba/Flag_of_Germany.svg/35px-Flag_of_Germany.svg.png,https://upload.wikimedia.org/wikipedia/de/b/b9/Frauen_bundesliga.svg,4
Saray López,?,MF,Valencia,18-123,2004,33cb59bd,f96ff499,https://upload.wikimedia.org/wikipedia/commons/thumb/4/46/Question_mark_%28black%29.svg/800px-Question_mark_%28black%29.svg.png,https://pbs.twimg.com/profile_images/1675752515416014850/mdDk7mF7_400x400.jpg,2
Saskia Matheis,de GER,MF/FW,Werder Bremen,25-185,1997,483ad3df,7adbf480,https://upload.wikimedia.org/wikipedia/en/thumb/b/ba/Flag_of_Germany.svg/35px-Flag_of_Germany.svg.png,https://upload.wikimedia.org/wikipedia/de/b/b9/Frauen_bundesliga.svg,4
Selen Altunkulak,tr TUR,DF/MF,Rodez,25-006,1997,83816eff,700c41b4,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Flag_of_Thailand.svg/35px-Flag_of_Thailand.svg.png,https://fff.twic.pics/https://media.fff.fr/uploads/images/c869d30e91c63f7bdc0d707ed18306fc.png?twic=v1/focus=auto/resize=300,5
Selina Ostermeier,de GER,DF,Leverkusen,23-327,1999,9f140482,c6d4860a,https://upload.wikimedia.org/wikipedia/en/thumb/b/ba/Flag_of_Germany.svg/35px-Flag_of_Germany.svg.png,https://upload.wikimedia.org/wikipedia/de/b/b9/Frauen_bundesliga.svg,4
Selina Vobian,de GER,FW,Freiburg,20-072,2002,71f80447,b4de690d,https://upload.wikimedia.org/wikipedia/en/thumb/b/ba/Flag_of_Germany.svg/35px-Flag_of_Germany.svg.png,https://upload.wikimedia.org/wikipedia/de/b/b9/Frauen_bundesliga.svg,4
Selma Bacha,fr FRA,DF/FW,Lyon,22-029,2000,5809ef17,7f2012ad,https://upload.wikimedia.org/wikipedia/en/thumb/c/c3/Flag_of_France.svg/35px-Flag_of_France.svg.png,https://fff.twic.pics/https://media.fff.fr/uploads/images/c869d30e91c63f7bdc0d707ed18306fc.png?twic=v1/focus=auto/resize=300,5
Serena Pinto De Queiros,?,MF,Bordeaux,18-007,2004,1e88d0bc,69dee2b0,https://upload.wikimedia.org/wikipedia/commons/thumb/4/46/Question_mark_%28black%29.svg/800px-Question_mark_%28black%29.svg.png,https://fff.twic.pics/https://media.fff.fr/uploads/images/c869d30e91c63f7bdc0d707ed18306fc.png?twic=v1/focus=auto/resize=300,5
Shana Chossenotte,fr FRA,FW,Stade de Reims,17-297,2005,e2d168d8,e3696882,https://upload.wikimedia.org/wikipedia/en/thumb/c/c3/Flag_of_France.svg/35px-Flag_of_France.svg.png,https://fff.twic.pics/https://media.fff.fr/uploads/images/c869d30e91c63f7bdc0d707ed18306fc.png?twic=v1/focus=auto/resize=300,5
Shanice van de Sanden,nl NED,FW,Liverpool,30-067,1992,43dfb0fd,00f74a56,https://upload.wikimedia.org/wikipedia/commons/thumb/2/20/Flag_of_the_Netherlands.svg/35px-Flag_of_the_Netherlands.svg.png,https://ichef.bbci.co.uk/images/ic/1200x675/p0d3fdpm.jpg,3
Shannon O’Brien,eng ENG,FW/MF,Leicester City WFC,21-064,2001,c3b6d1b2,23bce84e,https://upload.wikimedia.org/wikipedia/en/thumb/b/be/Flag_of_England.svg/35px-Flag_of_England.svg.png,https://ichef.bbci.co.uk/images/ic/1200x675/p0d3fdpm.jpg,3
Sharon Beck,il ISR,MF/FW,Köln,27-261,1995,c03890e3,88ddc98e,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d4/Flag_of_Israel.svg/32px-Flag_of_Israel.svg.png,https://upload.wikimedia.org/wikipedia/de/b/b9/Frauen_bundesliga.svg,4
Sheila García,es ESP,MF/DF,Atlético Madrid,25-268,1997,56d96411,b56c2667,https://upload.wikimedia.org/wikipedia/en/thumb/9/9a/Flag_of_Spain.svg/35px-Flag_of_Spain.svg.png,https://pbs.twimg.com/profile_images/1675752515416014850/mdDk7mF7_400x400.jpg,2
Sheila Guijarro,?,FW,Villarreal,26-073,1996,b75a6a51,7a7bef84,https://upload.wikimedia.org/wikipedia/commons/thumb/4/46/Question_mark_%28black%29.svg/800px-Question_mark_%28black%29.svg.png,https://pbs.twimg.com/profile_images/1675752515416014850/mdDk7mF7_400x400.jpg,2
Shekiera Martinez,de GER,FW,E. Frankfurt,21-157,2001,7fe47b81,97b7c0e8,https://upload.wikimedia.org/wikipedia/en/thumb/b/ba/Flag_of_Germany.svg/35px-Flag_of_Germany.svg.png,https://upload.wikimedia.org/wikipedia/de/b/b9/Frauen_bundesliga.svg,4
Shelina Zadorsky,ca CAN,DF,Tottenham,30-045,1992,23aceac3,e8e4577c,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/Flag_of_Canada_%28Pantone%29.svg/35px-Flag_of_Canada_%28Pantone%29.svg.png,https://ichef.bbci.co.uk/images/ic/1200x675/p0d3fdpm.jpg,3
Sh'nia Gordon,us USA,FW/MF,Le Havre,25-243,1997,7bc0d597,c57b7254,https://upload.wikimedia.org/wikipedia/en/thumb/a/a4/Flag_of_the_United_States.svg/35px-Flag_of_the_United_States.svg.png,https://fff.twic.pics/https://media.fff.fr/uploads/images/c869d30e91c63f7bdc0d707ed18306fc.png?twic=v1/focus=auto/resize=300,5
Siga Tandia,fr FRA,DF,Soyaux,35-028,1987,0e48c93f,b54d31b3,https://upload.wikimedia.org/wikipedia/en/thumb/c/c3/Flag_of_France.svg/35px-Flag_of_France.svg.png,https://fff.twic.pics/https://media.fff.fr/uploads/images/c869d30e91c63f7bdc0d707ed18306fc.png?twic=v1/focus=auto/resize=300,5
Signe Bruun,dk DEN,FW,Lyon,24-246,1998,623d0667,7f2012ad,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9c/Flag_of_Denmark.svg/31px-Flag_of_Denmark.svg.png,https://fff.twic.pics/https://media.fff.fr/uploads/images/c869d30e91c63f7bdc0d707ed18306fc.png?twic=v1/focus=auto/resize=300,5
Silke Demeyere,be BEL,MF/FW,Le Havre,30-171,1992,88598b2e,c57b7254,https://upload.wikimedia.org/wikipedia/commons/thumb/9/92/Flag_of_Belgium_%28civil%29.svg/35px-Flag_of_Belgium_%28civil%29.svg.png,https://fff.twic.pics/https://media.fff.fr/uploads/images/c869d30e91c63f7bdc0d707ed18306fc.png?twic=v1/focus=auto/resize=300,5
Sille Struck,?,DF,Levante Planas,23-357,1998,360a8119,753b93a5,https://upload.wikimedia.org/wikipedia/commons/thumb/4/46/Question_mark_%28black%29.svg/800px-Question_mark_%28black%29.svg.png,https://pbs.twimg.com/profile_images/1675752515416014850/mdDk7mF7_400x400.jpg,2
Silvia Doblado,es ESP,MF/FW,UDG Tenerife,35-261,1987,00bdb60c,4c088abe,https://upload.wikimedia.org/wikipedia/en/thumb/9/9a/Flag_of_Spain.svg/35px-Flag_of_Spain.svg.png,https://pbs.twimg.com/profile_images/1675752515416014850/mdDk7mF7_400x400.jpg,2
Silvia Lloris,es ESP,MF/FW,Levante,18-207,2004,c1f9c0b1,0f4738a8,https://upload.wikimedia.org/wikipedia/en/thumb/9/9a/Flag_of_Spain.svg/35px-Flag_of_Spain.svg.png,https://pbs.twimg.com/profile_images/1675752515416014850/mdDk7mF7_400x400.jpg,2
Silvia Meseguer,es ESP,DF/MF,Sevilla,33-271,1989,6c9c37a8,215d9026,https://upload.wikimedia.org/wikipedia/en/thumb/9/9a/Flag_of_Spain.svg/35px-Flag_of_Spain.svg.png,https://pbs.twimg.com/profile_images/1675752515416014850/mdDk7mF7_400x400.jpg,2
Silvia Rubio,es ESP,MF,AC Milan,22-057,2000,b33bc7d8,54da9a57,https://upload.wikimedia.org/wikipedia/en/thumb/9/9a/Flag_of_Spain.svg/35px-Flag_of_Spain.svg.png,https://upload.wikimedia.org/wikipedia/en/thumb/7/7f/FIGC_Serie_A_femminile_%282020%29.svg/240px-FIGC_Serie_A_femminile_%282020%29.svg.png,1
Siria Mailia,it ITA,FW,UC Sampdoria,16-245,2006,8fb0e7e2,58e367c3,https://upload.wikimedia.org/wikipedia/en/thumb/0/03/Flag_of_Italy.svg/35px-Flag_of_Italy.svg.png,https://upload.wikimedia.org/wikipedia/en/thumb/7/7f/FIGC_Serie_A_femminile_%282020%29.svg/240px-FIGC_Serie_A_femminile_%282020%29.svg.png,1
Sisca Folkertsma,nl NED,MF,Bordeaux,25-201,1997,519a3fde,69dee2b0,https://upload.wikimedia.org/wikipedia/commons/thumb/2/20/Flag_of_the_Netherlands.svg/35px-Flag_of_the_Netherlands.svg.png,https://fff.twic.pics/https://media.fff.fr/uploads/images/c869d30e91c63f7bdc0d707ed18306fc.png?twic=v1/focus=auto/resize=300,5
Sjoeke Nüsken,de GER,DF/MF,E. Frankfurt,21-320,2001,0050cd30,97b7c0e8,https://upload.wikimedia.org/wikipedia/en/thumb/b/ba/Flag_of_Germany.svg/35px-Flag_of_Germany.svg.png,https://upload.wikimedia.org/wikipedia/de/b/b9/Frauen_bundesliga.svg,4
Sofia Cantore,it ITA,FW/MF,Juventus,23-069,1999,e14b3765,613577b8,https://upload.wikimedia.org/wikipedia/en/thumb/0/03/Flag_of_Italy.svg/35px-Flag_of_Italy.svg.png,https://upload.wikimedia.org/wikipedia/en/thumb/7/7f/FIGC_Serie_A_femminile_%282020%29.svg/240px-FIGC_Serie_A_femminile_%282020%29.svg.png,1
Sofia Guellati,dz ALG,DF/MF,Rodez,30-152,1992,8e6b4287,700c41b4,https://upload.wikimedia.org/wikipedia/commons/thumb/7/77/Flag_of_Algeria.svg/35px-Flag_of_Algeria.svg.png,https://fff.twic.pics/https://media.fff.fr/uploads/images/c869d30e91c63f7bdc0d707ed18306fc.png?twic=v1/focus=auto/resize=300,5
Sofia Hagman,se SWE,FW/MF,Sporting Huelva,25-262,1997,85dfa74d,27acb0af,https://upload.wikimedia.org/wikipedia/en/thumb/4/4c/Flag_of_Sweden.svg/35px-Flag_of_Sweden.svg.png,https://pbs.twimg.com/profile_images/1675752515416014850/mdDk7mF7_400x400.jpg,2
Sofie Junge Pedersen,dk DEN,MF,Juventus,30-228,1992,c5ff4fb5,613577b8,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9c/Flag_of_Denmark.svg/31px-Flag_of_Denmark.svg.png,https://upload.wikimedia.org/wikipedia/en/thumb/7/7f/FIGC_Serie_A_femminile_%282020%29.svg/240px-FIGC_Serie_A_femminile_%282020%29.svg.png,1
Sofie Svava,dk DEN,DF,Real Madrid,22-119,2000,c4a096ef,54582b93,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9c/Flag_of_Denmark.svg/31px-Flag_of_Denmark.svg.png,https://pbs.twimg.com/profile_images/1675752515416014850/mdDk7mF7_400x400.jpg,2
Sofie Zdebel,de GER,MF/FW,Leverkusen,18-122,2004,d081f844,c6d4860a,https://upload.wikimedia.org/wikipedia/en/thumb/b/ba/Flag_of_Germany.svg/35px-Flag_of_Germany.svg.png,https://upload.wikimedia.org/wikipedia/de/b/b9/Frauen_bundesliga.svg,4
Solène Barbance,fr FRA,MF,Rodez,31-117,1991,26b2a7d9,700c41b4,https://upload.wikimedia.org/wikipedia/en/thumb/c/c3/Flag_of_France.svg/35px-Flag_of_France.svg.png,https://fff.twic.pics/https://media.fff.fr/uploads/images/c869d30e91c63f7bdc0d707ed18306fc.png?twic=v1/focus=auto/resize=300,5
Solene Champagnac,fr FRA,MF/FW,Rodez,23-191,1999,11e93420,700c41b4,https://upload.wikimedia.org/wikipedia/en/thumb/c/c3/Flag_of_France.svg/35px-Flag_of_France.svg.png,https://fff.twic.pics/https://media.fff.fr/uploads/images/c869d30e91c63f7bdc0d707ed18306fc.png?twic=v1/focus=auto/resize=300,5
Sonia García Majarín,es ESP,DF,Atlético Madrid,20-002,2002,592989d5,b56c2667,https://upload.wikimedia.org/wikipedia/en/thumb/9/9a/Flag_of_Spain.svg/35px-Flag_of_Spain.svg.png,https://pbs.twimg.com/profile_images/1675752515416014850/mdDk7mF7_400x400.jpg,2
